SECTION,LABOR_GROUP,WONUM,WODESC,TASKNUM,TASKDESC,EPLAN_STATUS,MAXIMO_STATUS,REPORT_DATE,DUE_DATE,FIXED_DATE,NUMBER_OF_DAYS,DAY_NUMBER,CREW_SIZE,HOURS,PLAN_HOURS,PRIORITY,PERSON_GROUP,WORK_ORDER_TYPE,JOB_PLAN_NUMBER,TASK_TYPE,PM_NUM,ACCOUNT_NUMBER,STATION,LOCATION,OUTAGE_REQUIRED,OUTAGE_START,OUTAGE_END,DOWNTIME,ASSET_CATEGORY,FAILURE_CODE,WORK_OBJECTIVES,WORK_STEPS,TOOLS_EQUIPMENT,MATERIALS,OTHER_GROUPS,PROFICIENCY_NBRS
SSO BX WC Maint,BX WC - TRF,15990733,CIRCUIT SWITCHER-CS-G3,,,SCHED,APPR,2/5/2019 20:06,8/6/2020,9/22/2020,3,2,3,8,24,4,TRFGRP,PM,SSO-PM-CSW-2000-SER,,WS-DUN-631-CSW-CS-G3,NOM-000-99999,W-DUN SO-631-S,WS-DUN-631-CSW-CS-G3,TRUE,9/21/2020 7:00,9/23/2020 19:00,1,CIRCSW,SSO-CIRCUIT SWITCHER,"3.0 PRECAUTIONS 3.1 Review and “Walk down” protection with Station Operator prior to obtaining work permit. 3.2 If there is live equipment in the proximity of the work area, provide barriers to indicate high voltage area. 3.3 Wear all appropriate personal protection. 3.4 All interrupter mechanisms SHALL be operated in a controlled manner. 3.5 Do not manually operate an energized circuit switcher. 3.6 Personnel SHALL keep clear of mechanisms that are to be operated or released. ","ENSURE THAT JOB BRIEFING IS HELD ONSITE  ENSURE SAFE DRIVING  COMMUNICATE WITH STATION OPERATOR AND OBTAIN WP as required Recommended HPI Tools: ATTENTION TO DETAIL, Two Minute Rule, & Questioning Attitude {See attached HPI TOOLBOX for guidance}  GO OVER PROTECTION  OBTAIN WORK P0ERMIT FOR SCAFFOLD TO BE ERRECTED ONCE SCAFFOLD IS UP, OBTAIN WORK PERMIT FOR PM INSPECTION START TO CLEAN THE SWITCH AS PER THE PROCEDURE   DAY TWO TAKE ALL READINGS MICRO-OHM TIMING FILL IN THE DATA SHEET IF ALL READINGS ARE GOOD CONTINUE THE INSPECTION DAY THREE OPERATION CHECKS AND SIGN OFF PERMIT REMOVE SCAFFOLD  5.1 As-Found Condition 5.2 Circuit Switcher Overall Resistance. 5.3 Interrupter Contact Timing. 5.4 Contact Timing – Interrupter and Disconnect. 5.5 Repairs and Adjustments. 5.6 Post Maintenance Inspection. ","• 1000-volt Meg-ohm meter • Micro-ohm meter (100 amp DC) • Clamp-on meter • Barrier tape • Cleaner/Degreaser • Chain Lubricant • Disconnect Switch contact lubricant – Shell Darina EP2, Dow Corning DC44, or equivalent. • Lift or scaffold • Lint Free Rags • Personal Protective Equipment • Replacement parts as necessary • Solvent, Precision NF or equivalent • All-In-Lubricant Kit • Stop Watch • Timing set",GREASE RAGS SCOTCH BRITE ,,59
SSO BX WC Maint,BX WC - TRF,15990733,CIRCUIT SWITCHER-CS-G3,,,SCHED,APPR,2/5/2019 20:06,8/6/2020,9/23/2020,3,3,3,8,24,4,TRFGRP,PM,SSO-PM-CSW-2000-SER,,WS-DUN-631-CSW-CS-G3,NOM-000-99999,W-DUN SO-631-S,WS-DUN-631-CSW-CS-G3,TRUE,9/21/2020 7:00,9/23/2020 19:00,1,CIRCSW,SSO-CIRCUIT SWITCHER,"3.0 PRECAUTIONS 3.1 Review and “Walk down” protection with Station Operator prior to obtaining work permit. 3.2 If there is live equipment in the proximity of the work area, provide barriers to indicate high voltage area. 3.3 Wear all appropriate personal protection. 3.4 All interrupter mechanisms SHALL be operated in a controlled manner. 3.5 Do not manually operate an energized circuit switcher. 3.6 Personnel SHALL keep clear of mechanisms that are to be operated or released. ","ENSURE THAT JOB BRIEFING IS HELD ONSITE  ENSURE SAFE DRIVING  COMMUNICATE WITH STATION OPERATOR AND OBTAIN WP as required Recommended HPI Tools: ATTENTION TO DETAIL, Two Minute Rule, & Questioning Attitude {See attached HPI TOOLBOX for guidance}  GO OVER PROTECTION  OBTAIN WORK P0ERMIT FOR SCAFFOLD TO BE ERRECTED ONCE SCAFFOLD IS UP, OBTAIN WORK PERMIT FOR PM INSPECTION START TO CLEAN THE SWITCH AS PER THE PROCEDURE   DAY TWO TAKE ALL READINGS MICRO-OHM TIMING FILL IN THE DATA SHEET IF ALL READINGS ARE GOOD CONTINUE THE INSPECTION DAY THREE OPERATION CHECKS AND SIGN OFF PERMIT REMOVE SCAFFOLD  5.1 As-Found Condition 5.2 Circuit Switcher Overall Resistance. 5.3 Interrupter Contact Timing. 5.4 Contact Timing – Interrupter and Disconnect. 5.5 Repairs and Adjustments. 5.6 Post Maintenance Inspection. ","• 1000-volt Meg-ohm meter • Micro-ohm meter (100 amp DC) • Clamp-on meter • Barrier tape • Cleaner/Degreaser • Chain Lubricant • Disconnect Switch contact lubricant – Shell Darina EP2, Dow Corning DC44, or equivalent. • Lift or scaffold • Lint Free Rags • Personal Protective Equipment • Replacement parts as necessary • Solvent, Precision NF or equivalent • All-In-Lubricant Kit • Stop Watch • Timing set",GREASE RAGS SCOTCH BRITE ,,59
SSO BX WC Maint,BX WC - TRF,15990734,CIRCUIT SWITCHER-CS-G4,,,SCHED,APPR,2/5/2019 20:06,8/6/2020,10/9/2020,3,1,3,8,24,4,TRFGRP,PM,SSO-PM-CSW-2000-SER,,WS-DUN-631-CSW-CS-G4,NOM-000-99999,W-DUN SO-631-S,WS-DUN-631-CSW-CS-G4,TRUE,10/9/2020 7:00,10/11/2020 19:00,1,CIRCSW,SSO-CIRCUIT SWITCHER,"3.0 PRECAUTIONS 3.1 Review and “Walk down” protection with Station Operator prior to obtaining work permit. 3.2 If there is live equipment in the proximity of the work area, provide barriers to indicate high voltage area. 3.3 Wear all appropriate personal protection. 3.4 All interrupter mechanisms SHALL be operated in a controlled manner. 3.5 Do not manually operate an energized circuit switcher. 3.6 Personnel SHALL keep clear of mechanisms that are to be operated or released. ","ENSURE THAT JOB BRIEFING IS HELD ONSITE  ENSURE SAFE DRIVING  COMMUNICATE WITH STATION OPERATOR AND OBTAIN WP as required Recommended HPI Tools: ATTENTION TO DETAIL, Two Minute Rule, & Questioning Attitude {See attached HPI TOOLBOX for guidance}  GO OVER PROTECTION  OBTAIN WORK P0ERMIT FOR SCAFFOLD TO BE ERRECTED ONCE SCAFFOLD IS UP, OBTAIN WORK PERMIT FOR PM INSPECTION START TO CLEAN THE SWITCH AS PER THE PROCEDURE   DAY TWO TAKE ALL READINGS MICRO-OHM TIMING FILL IN THE DATA SHEET IF ALL READINGS ARE GOOD CONTINUE THE INSPECTION DAY THREE OPERATION CHECKS AND SIGN OFF PERMIT REMOVE SCAFFOLD  5.1 As-Found Condition 5.2 Circuit Switcher Overall Resistance. 5.3 Interrupter Contact Timing. 5.4 Contact Timing – Interrupter and Disconnect. 5.5 Repairs and Adjustments. 5.6 Post Maintenance Inspection. ","• 1000-volt Meg-ohm meter • Micro-ohm meter (100 amp DC) • Clamp-on meter • Barrier tape • Cleaner/Degreaser • Chain Lubricant • Disconnect Switch contact lubricant – Shell Darina EP2, Dow Corning DC44, or equivalent. • Lift or scaffold • Lint Free Rags • Personal Protective Equipment • Replacement parts as necessary • Solvent, Precision NF or equivalent • All-In-Lubricant Kit • Stop Watch • Timing set",GREASE RAGS SCOTCH BRITE ,,59
SSO BX WC Maint,BX WC - TRF,15990734,CIRCUIT SWITCHER-CS-G4,,,SCHED,APPR,2/5/2019 20:06,8/6/2020,10/10/2020,3,2,3,8,24,4,TRFGRP,PM,SSO-PM-CSW-2000-SER,,WS-DUN-631-CSW-CS-G4,NOM-000-99999,W-DUN SO-631-S,WS-DUN-631-CSW-CS-G4,TRUE,10/9/2020 7:00,10/11/2020 19:00,1,CIRCSW,SSO-CIRCUIT SWITCHER,"3.0 PRECAUTIONS 3.1 Review and “Walk down” protection with Station Operator prior to obtaining work permit. 3.2 If there is live equipment in the proximity of the work area, provide barriers to indicate high voltage area. 3.3 Wear all appropriate personal protection. 3.4 All interrupter mechanisms SHALL be operated in a controlled manner. 3.5 Do not manually operate an energized circuit switcher. 3.6 Personnel SHALL keep clear of mechanisms that are to be operated or released. ","ENSURE THAT JOB BRIEFING IS HELD ONSITE  ENSURE SAFE DRIVING  COMMUNICATE WITH STATION OPERATOR AND OBTAIN WP as required Recommended HPI Tools: ATTENTION TO DETAIL, Two Minute Rule, & Questioning Attitude {See attached HPI TOOLBOX for guidance}  GO OVER PROTECTION  OBTAIN WORK P0ERMIT FOR SCAFFOLD TO BE ERRECTED ONCE SCAFFOLD IS UP, OBTAIN WORK PERMIT FOR PM INSPECTION START TO CLEAN THE SWITCH AS PER THE PROCEDURE   DAY TWO TAKE ALL READINGS MICRO-OHM TIMING FILL IN THE DATA SHEET IF ALL READINGS ARE GOOD CONTINUE THE INSPECTION DAY THREE OPERATION CHECKS AND SIGN OFF PERMIT REMOVE SCAFFOLD  5.1 As-Found Condition 5.2 Circuit Switcher Overall Resistance. 5.3 Interrupter Contact Timing. 5.4 Contact Timing – Interrupter and Disconnect. 5.5 Repairs and Adjustments. 5.6 Post Maintenance Inspection. ","• 1000-volt Meg-ohm meter • Micro-ohm meter (100 amp DC) • Clamp-on meter • Barrier tape • Cleaner/Degreaser • Chain Lubricant • Disconnect Switch contact lubricant – Shell Darina EP2, Dow Corning DC44, or equivalent. • Lift or scaffold • Lint Free Rags • Personal Protective Equipment • Replacement parts as necessary • Solvent, Precision NF or equivalent • All-In-Lubricant Kit • Stop Watch • Timing set",GREASE RAGS SCOTCH BRITE ,,59
SSO BX WC Maint,BX WC - TRF,15990734,CIRCUIT SWITCHER-CS-G4,,,SCHED,APPR,2/5/2019 20:06,8/6/2020,10/11/2020,3,3,3,8,24,4,TRFGRP,PM,SSO-PM-CSW-2000-SER,,WS-DUN-631-CSW-CS-G4,NOM-000-99999,W-DUN SO-631-S,WS-DUN-631-CSW-CS-G4,TRUE,10/9/2020 7:00,10/11/2020 19:00,1,CIRCSW,SSO-CIRCUIT SWITCHER,"3.0 PRECAUTIONS 3.1 Review and “Walk down” protection with Station Operator prior to obtaining work permit. 3.2 If there is live equipment in the proximity of the work area, provide barriers to indicate high voltage area. 3.3 Wear all appropriate personal protection. 3.4 All interrupter mechanisms SHALL be operated in a controlled manner. 3.5 Do not manually operate an energized circuit switcher. 3.6 Personnel SHALL keep clear of mechanisms that are to be operated or released. ","ENSURE THAT JOB BRIEFING IS HELD ONSITE  ENSURE SAFE DRIVING  COMMUNICATE WITH STATION OPERATOR AND OBTAIN WP as required Recommended HPI Tools: ATTENTION TO DETAIL, Two Minute Rule, & Questioning Attitude {See attached HPI TOOLBOX for guidance}  GO OVER PROTECTION  OBTAIN WORK P0ERMIT FOR SCAFFOLD TO BE ERRECTED ONCE SCAFFOLD IS UP, OBTAIN WORK PERMIT FOR PM INSPECTION START TO CLEAN THE SWITCH AS PER THE PROCEDURE   DAY TWO TAKE ALL READINGS MICRO-OHM TIMING FILL IN THE DATA SHEET IF ALL READINGS ARE GOOD CONTINUE THE INSPECTION DAY THREE OPERATION CHECKS AND SIGN OFF PERMIT REMOVE SCAFFOLD  5.1 As-Found Condition 5.2 Circuit Switcher Overall Resistance. 5.3 Interrupter Contact Timing. 5.4 Contact Timing – Interrupter and Disconnect. 5.5 Repairs and Adjustments. 5.6 Post Maintenance Inspection. ","• 1000-volt Meg-ohm meter • Micro-ohm meter (100 amp DC) • Clamp-on meter • Barrier tape • Cleaner/Degreaser • Chain Lubricant • Disconnect Switch contact lubricant – Shell Darina EP2, Dow Corning DC44, or equivalent. • Lift or scaffold • Lint Free Rags • Personal Protective Equipment • Replacement parts as necessary • Solvent, Precision NF or equivalent • All-In-Lubricant Kit • Stop Watch • Timing set",GREASE RAGS SCOTCH BRITE ,,59
SSO BX WC Maint,BX WC - Westchester,15993743,BKR-  5  DT (MAJOR OR MINOR),,,SCHED,APPR,2/8/2019 20:10,8/9/2020,12/15/2020,2,1,1,8,8,4,SSO-MECH,DT,SSO-DT-HVB-362-MINOR,,WN-BUC-696-BKR-5,NOM-000-99999,W-BUCH345-696-S,WN-BUC-696-BKR-5,TRUE,12/15/2020 7:00,12/16/2020 23:00,1,GCB/HVB,SSO-BREAKER HV,,,,,,59
SSO BX WC Maint,BX WC - Westchester,15993743,BKR-  5  DT (MAJOR OR MINOR),,,SCHED,APPR,2/8/2019 20:10,8/9/2020,12/16/2020,2,2,1,8,8,4,SSO-MECH,DT,SSO-DT-HVB-362-MINOR,,WN-BUC-696-BKR-5,NOM-000-99999,W-BUCH345-696-S,WN-BUC-696-BKR-5,TRUE,12/15/2020 7:00,12/16/2020 23:00,1,GCB/HVB,SSO-BREAKER HV,,,,,,59
SSO BX WC Maint,BX WC - Westchester,15994233,BKR CO-2223  (1200A),,,READY,APPR,2/9/2019 20:14,8/10/2020,,1,1,2,4,8,4,SSO-MECH,PM,,,SSO-BKR-0016637-VCB-020,NOM-000-99999,W-GH-628-S,WS-GH-628-BKR-2223,TRUE,,,1,BKRFDR,CIRCUIT BREAKER,"Perform breaker pm for a Powervac Vacuum Circuit Breaker with ML17/17H Mechanism as per Instruction 0700-0713  Perform breaker General Maintenance Perform breaker Interlock Inspection Perform Slow Closing Of The Circuit Breaker with Gap and Wipe Measurements Perform Contact Wipe And Gap Adjustment, as needed Check Erosion Indicator Perform Electrical Checks of the Stored Energy Operator Mechanism Perform breaker Lubrication  Perform breaker Cleaning Perform Final Tests for Vacuum Circuit Breakers Perform breaker Post Maintenance Inspection Perform Vacuum Integrity Test For breaker cubicles, perform cubicle pm 0700-0706 Perform a visual inspection of breaker cubicle Perform cleaning of cubicle Perform lubrication of cubicle components Perform vacuum integrity test Perform cubicle Final Checks Complete data splice round and create cm work orders for discrepancies Inform supervisor of any discrepancies", Perform breaker/cubicle PM as per Instructions 0700-0713 and 0700-0706 ,"• Dielectric Proof Test Set (listed below or equivalent): • Hipotronics Model 860 Pl, 880 PL or 7BT60A Biddle, Cat. # 222060 • Non-metallic rule • Feeler gage, 0.0015 – 0.200” • Dial caliper, 0.0 – 4.0” • Torque wrench, 1/2” drive, 0.0 – 175 ft-lb • 5/16” Allen wrench • 1/4"" Square drive ratchet • 1/4” Square 3” extension • 7/16” Socket wrench • Square drive ratchet • 5/8” Socket wrench • 7/16”, 3/4"", 15/16”, 1” and 1-1/8” Wrenches • Needle nose pliers • Slip joint pliers • Lint-free cloth • Reference wood block (2-7/8” x 6”) ","• All-In-One Lubrication Kit • Loctite # 271 or equivalent • Lubricant, grease, GE type 0282A2048P009 or equivalent • Solvent, Precision NF or equivalent • Barrier tape or equivalent barrier material / equipment • Masking tape ",Need operator to perform vacuum integrity test of breaker,17|18
SSO BX WC Maint,BX WC - WC North,15996273,RM - PM DSW W-72-3Y & GRND SW W72-3Y-0 / W72-01,,,UNASSIGNED,POUTG,2/11/2019 7:27,,,1,1,1,8,8,5,SSO-MECH,CM,,,,NOM-000-99999,W-RAMAPO-679-S,WN-RM-679-DSW-W-72-3Y,TRUE,,,1,DSW-HORZMO,SSO-DISC SWITCH,,,,,,16
SSO BX WC Maint,BX WC - Westchester,15997021,MAINTENANCE OF OIL MINDERS,,,PLAN,APPR,2/12/2019 14:22,,,1,1,1,8,8,3,SSO-MECH,CM,,,,NOM-000-99999,W-WASH ST-606-S,WS-WSH-606,FALSE,,,0,STATION-DIST,,,,,,,59
SSO BX WC Maint,BX WC - TRF,15998437,TREMONT-LTC-(AUTO TR 11),,,SCHED,APPR,2/13/2019 20:01,8/14/2020,12/14/2020,6,1,1,8,8,4,TRFGRP,PM,SSO-PM-LTC-LRT500,,PM-456-S-LTC-0004905-02,NOM-000-99999,X-TREMONT-456-S,X-TRE-456-TRF-11-LTC,FALSE,12/14/2020 7:00,12/19/2020 19:00,0,TAPCHNG-TYP6,SSO-LTC,"Perform a PM on a GE type LRT-400 & 500 Tap Changer Perform a Check of Initial Conditions Record all information required on the Data Sheet Perform an Operational Check of the tap changer Perform “as found” Megger test of the Secondary Windings Perform an Oil Drain from the LTC Compartment Perform an Inspection of the LTC Compartment Perform a Vacuum Bottle Inspection Check the Contact Wear Indicator on each Vacuum Bottle Perform an Inspection of the mechanism Perform a Vacuum Bottle Hi-Pot Test Perform a Mechanism Compartment Inspection Perform a Manual Sequence Test, if required Perform a Test of the Loss of Vacuum Circuit Perform a Compartment Closeout Perform a Vacuum Hot Oil Filling of the LTC Compartments Perform a Final Operational Check of the Tap Changer Perform an Inspection of the Bushing Potential Device Cable Observe and Record the “as left” Counter Reading Perform and Record a Megger test at 7000 Vdc for 5 minutes. Record on Data Sheet. Ensure Data Sheet is filled out completely If any readings are out of specification, please inform supervision immediately Enter a CM for any outstanding work required ","ENSURE THAT JOB BRIEFING IS HELD ONSITE  ENSURE SAFE DRIVING  COMMUNICATE WITH STATION OPERATOR AND OBTAIN WP as required Recommended HPI Tools: ATTENTION TO DETAIL, Two Minute Rule, & Questioning Attitude {See attached HPI TOOLBOX for guidance}  Perform a PM on a GE LRT-400 or 500 Tap Changer per Instruction 0600-0608 Check for availability of replacement parts including Vacuum Interrupter Bottles. All contacts should be available in case replacement is necessary. Jennings bottles are not to be DC Hi-Pot tested. Prior to entering compartment, verify circuit breaker (8V) is open and the plug connector is disconnected. Ensure datasheet is completely filled out If any readings are out of spec please inform supervision immediately ","• Oil processing unit • Hose • Scaffold • Rope • Oil pads • Marriage roll • Impact wrenches • Torque wrench • Rags • 5000 Vdc Megger • Microhm meter • Voltmeter and 110v test set/Variac for Loss of Vacuum Detection Circuit Test • Vacuum pump, pressure relief blanking plate, and other associated equipment • Gaskets, cotter pins and Tru-arc rings • All gaskets, cotter pins, and Tru-arc rings disturbed during inspection must be replaced with new • Door gasket must be replaced • Electrical tester (continuity tester or multi-meter) • Tygon tubing, thick wall • Waste oil drums, Labels and Lab Sequence number • Personal Protective Equipment (PPE) • Pull scale • 25 kVac Hi-Pot set or 30 kVdc Hi-Pot set • Oil Pump • Pure non-scented Vaseline (for Capacitance Tap on Transformer Bushing) • Bushing Potential Device (BPD) cables. • Replacement parts as necessary",Insure Vacuum Bottles and all other contact  replacement parts are available.,Chem Lab SSO ,59
SSO BX WC Maint,BX WC - TRF,15998437,TREMONT-LTC-(AUTO TR 11),,,SCHED,APPR,2/13/2019 20:01,8/14/2020,12/15/2020,6,2,1,8,8,4,TRFGRP,PM,SSO-PM-LTC-LRT500,,PM-456-S-LTC-0004905-02,NOM-000-99999,X-TREMONT-456-S,X-TRE-456-TRF-11-LTC,FALSE,12/14/2020 7:00,12/19/2020 19:00,0,TAPCHNG-TYP6,SSO-LTC,"Perform a PM on a GE type LRT-400 & 500 Tap Changer Perform a Check of Initial Conditions Record all information required on the Data Sheet Perform an Operational Check of the tap changer Perform “as found” Megger test of the Secondary Windings Perform an Oil Drain from the LTC Compartment Perform an Inspection of the LTC Compartment Perform a Vacuum Bottle Inspection Check the Contact Wear Indicator on each Vacuum Bottle Perform an Inspection of the mechanism Perform a Vacuum Bottle Hi-Pot Test Perform a Mechanism Compartment Inspection Perform a Manual Sequence Test, if required Perform a Test of the Loss of Vacuum Circuit Perform a Compartment Closeout Perform a Vacuum Hot Oil Filling of the LTC Compartments Perform a Final Operational Check of the Tap Changer Perform an Inspection of the Bushing Potential Device Cable Observe and Record the “as left” Counter Reading Perform and Record a Megger test at 7000 Vdc for 5 minutes. Record on Data Sheet. Ensure Data Sheet is filled out completely If any readings are out of specification, please inform supervision immediately Enter a CM for any outstanding work required ","ENSURE THAT JOB BRIEFING IS HELD ONSITE  ENSURE SAFE DRIVING  COMMUNICATE WITH STATION OPERATOR AND OBTAIN WP as required Recommended HPI Tools: ATTENTION TO DETAIL, Two Minute Rule, & Questioning Attitude {See attached HPI TOOLBOX for guidance}  Perform a PM on a GE LRT-400 or 500 Tap Changer per Instruction 0600-0608 Check for availability of replacement parts including Vacuum Interrupter Bottles. All contacts should be available in case replacement is necessary. Jennings bottles are not to be DC Hi-Pot tested. Prior to entering compartment, verify circuit breaker (8V) is open and the plug connector is disconnected. Ensure datasheet is completely filled out If any readings are out of spec please inform supervision immediately ","• Oil processing unit • Hose • Scaffold • Rope • Oil pads • Marriage roll • Impact wrenches • Torque wrench • Rags • 5000 Vdc Megger • Microhm meter • Voltmeter and 110v test set/Variac for Loss of Vacuum Detection Circuit Test • Vacuum pump, pressure relief blanking plate, and other associated equipment • Gaskets, cotter pins and Tru-arc rings • All gaskets, cotter pins, and Tru-arc rings disturbed during inspection must be replaced with new • Door gasket must be replaced • Electrical tester (continuity tester or multi-meter) • Tygon tubing, thick wall • Waste oil drums, Labels and Lab Sequence number • Personal Protective Equipment (PPE) • Pull scale • 25 kVac Hi-Pot set or 30 kVdc Hi-Pot set • Oil Pump • Pure non-scented Vaseline (for Capacitance Tap on Transformer Bushing) • Bushing Potential Device (BPD) cables. • Replacement parts as necessary",Insure Vacuum Bottles and all other contact  replacement parts are available.,Chem Lab SSO ,59
SSO BX WC Maint,BX WC - TRF,15998437,TREMONT-LTC-(AUTO TR 11),,,SCHED,APPR,2/13/2019 20:01,8/14/2020,12/16/2020,6,3,1,8,8,4,TRFGRP,PM,SSO-PM-LTC-LRT500,,PM-456-S-LTC-0004905-02,NOM-000-99999,X-TREMONT-456-S,X-TRE-456-TRF-11-LTC,FALSE,12/14/2020 7:00,12/19/2020 19:00,0,TAPCHNG-TYP6,SSO-LTC,"Perform a PM on a GE type LRT-400 & 500 Tap Changer Perform a Check of Initial Conditions Record all information required on the Data Sheet Perform an Operational Check of the tap changer Perform “as found” Megger test of the Secondary Windings Perform an Oil Drain from the LTC Compartment Perform an Inspection of the LTC Compartment Perform a Vacuum Bottle Inspection Check the Contact Wear Indicator on each Vacuum Bottle Perform an Inspection of the mechanism Perform a Vacuum Bottle Hi-Pot Test Perform a Mechanism Compartment Inspection Perform a Manual Sequence Test, if required Perform a Test of the Loss of Vacuum Circuit Perform a Compartment Closeout Perform a Vacuum Hot Oil Filling of the LTC Compartments Perform a Final Operational Check of the Tap Changer Perform an Inspection of the Bushing Potential Device Cable Observe and Record the “as left” Counter Reading Perform and Record a Megger test at 7000 Vdc for 5 minutes. Record on Data Sheet. Ensure Data Sheet is filled out completely If any readings are out of specification, please inform supervision immediately Enter a CM for any outstanding work required ","ENSURE THAT JOB BRIEFING IS HELD ONSITE  ENSURE SAFE DRIVING  COMMUNICATE WITH STATION OPERATOR AND OBTAIN WP as required Recommended HPI Tools: ATTENTION TO DETAIL, Two Minute Rule, & Questioning Attitude {See attached HPI TOOLBOX for guidance}  Perform a PM on a GE LRT-400 or 500 Tap Changer per Instruction 0600-0608 Check for availability of replacement parts including Vacuum Interrupter Bottles. All contacts should be available in case replacement is necessary. Jennings bottles are not to be DC Hi-Pot tested. Prior to entering compartment, verify circuit breaker (8V) is open and the plug connector is disconnected. Ensure datasheet is completely filled out If any readings are out of spec please inform supervision immediately ","• Oil processing unit • Hose • Scaffold • Rope • Oil pads • Marriage roll • Impact wrenches • Torque wrench • Rags • 5000 Vdc Megger • Microhm meter • Voltmeter and 110v test set/Variac for Loss of Vacuum Detection Circuit Test • Vacuum pump, pressure relief blanking plate, and other associated equipment • Gaskets, cotter pins and Tru-arc rings • All gaskets, cotter pins, and Tru-arc rings disturbed during inspection must be replaced with new • Door gasket must be replaced • Electrical tester (continuity tester or multi-meter) • Tygon tubing, thick wall • Waste oil drums, Labels and Lab Sequence number • Personal Protective Equipment (PPE) • Pull scale • 25 kVac Hi-Pot set or 30 kVdc Hi-Pot set • Oil Pump • Pure non-scented Vaseline (for Capacitance Tap on Transformer Bushing) • Bushing Potential Device (BPD) cables. • Replacement parts as necessary",Insure Vacuum Bottles and all other contact  replacement parts are available.,Chem Lab SSO ,59
SSO BX WC Maint,BX WC - TRF,15998437,TREMONT-LTC-(AUTO TR 11),,,SCHED,APPR,2/13/2019 20:01,8/14/2020,12/17/2020,6,4,1,8,8,4,TRFGRP,PM,SSO-PM-LTC-LRT500,,PM-456-S-LTC-0004905-02,NOM-000-99999,X-TREMONT-456-S,X-TRE-456-TRF-11-LTC,FALSE,12/14/2020 7:00,12/19/2020 19:00,0,TAPCHNG-TYP6,SSO-LTC,"Perform a PM on a GE type LRT-400 & 500 Tap Changer Perform a Check of Initial Conditions Record all information required on the Data Sheet Perform an Operational Check of the tap changer Perform “as found” Megger test of the Secondary Windings Perform an Oil Drain from the LTC Compartment Perform an Inspection of the LTC Compartment Perform a Vacuum Bottle Inspection Check the Contact Wear Indicator on each Vacuum Bottle Perform an Inspection of the mechanism Perform a Vacuum Bottle Hi-Pot Test Perform a Mechanism Compartment Inspection Perform a Manual Sequence Test, if required Perform a Test of the Loss of Vacuum Circuit Perform a Compartment Closeout Perform a Vacuum Hot Oil Filling of the LTC Compartments Perform a Final Operational Check of the Tap Changer Perform an Inspection of the Bushing Potential Device Cable Observe and Record the “as left” Counter Reading Perform and Record a Megger test at 7000 Vdc for 5 minutes. Record on Data Sheet. Ensure Data Sheet is filled out completely If any readings are out of specification, please inform supervision immediately Enter a CM for any outstanding work required ","ENSURE THAT JOB BRIEFING IS HELD ONSITE  ENSURE SAFE DRIVING  COMMUNICATE WITH STATION OPERATOR AND OBTAIN WP as required Recommended HPI Tools: ATTENTION TO DETAIL, Two Minute Rule, & Questioning Attitude {See attached HPI TOOLBOX for guidance}  Perform a PM on a GE LRT-400 or 500 Tap Changer per Instruction 0600-0608 Check for availability of replacement parts including Vacuum Interrupter Bottles. All contacts should be available in case replacement is necessary. Jennings bottles are not to be DC Hi-Pot tested. Prior to entering compartment, verify circuit breaker (8V) is open and the plug connector is disconnected. Ensure datasheet is completely filled out If any readings are out of spec please inform supervision immediately ","• Oil processing unit • Hose • Scaffold • Rope • Oil pads • Marriage roll • Impact wrenches • Torque wrench • Rags • 5000 Vdc Megger • Microhm meter • Voltmeter and 110v test set/Variac for Loss of Vacuum Detection Circuit Test • Vacuum pump, pressure relief blanking plate, and other associated equipment • Gaskets, cotter pins and Tru-arc rings • All gaskets, cotter pins, and Tru-arc rings disturbed during inspection must be replaced with new • Door gasket must be replaced • Electrical tester (continuity tester or multi-meter) • Tygon tubing, thick wall • Waste oil drums, Labels and Lab Sequence number • Personal Protective Equipment (PPE) • Pull scale • 25 kVac Hi-Pot set or 30 kVdc Hi-Pot set • Oil Pump • Pure non-scented Vaseline (for Capacitance Tap on Transformer Bushing) • Bushing Potential Device (BPD) cables. • Replacement parts as necessary",Insure Vacuum Bottles and all other contact  replacement parts are available.,Chem Lab SSO ,59
