SECTION,LABOR_GROUP,WONUM,WODESC,TASKNUM,TASKDESC,EPLAN_STATUS,MAXIMO_STATUS,REPORT_DATE,DUE_DATE,FIXED_DATE,NUMBER_OF_DAYS,DAY_NUMBER,CREW_SIZE,HOURS,PLAN_HOURS,PRIORITY,PERSON_GROUP,WORK_ORDER_TYPE,JOB_PLAN_NUMBER,TASK_TYPE,PM_NUM,ACCOUNT_NUMBER,STATION,LOCATION,OUTAGE_REQUIRED,OUTAGE_START,OUTAGE_END,DOWNTIME,ASSET_CATEGORY,FAILURE_CODE,WORK_OBJECTIVES,WORK_STEPS,TOOLS_EQUIPMENT,MATERIALS,OTHER_GROUPS,PROFICIENCY_NBRS
SSO BX WC Maint,BX WC - WC North,0016320768,STATION BATTERY INSPECTION C-2,,,READY,FUTR,2019-08-31 20:09:13,2021-02-28,,1,1,1,4,4,4,SSO-MECH,CMP,SSO-125-ANT-Q,,CP-0004495-0050005-01-016,NOM-000-99999,W-MILL 13-683-S,WN-MW-683-BAT-125-2,False,,,0,BATT-VLA,SSO-BATTERY,"Perform inspection per procedure 0500-0022 Perform all steps for Monthly, Quarterly and Annual Inspection Perform Physical inspection Check Electrolyte levels Record Battery charger float voltage Record Battery charger float current Check Battery room ventilation Measure the battery terminal voltage Check for loose or corroded inter-cell connectors Measure individual cell specific gravity Record battery room temperature Record temperature of 25% of the battery cells Visually inspect the internal condition of each cell jar Clean the jars Perform Equalizing Charge as needed Upload battery data Complete datasplice round Create cm work order for any discrepancies ",Perform quarterly or semi-annual inspection  of battery per procedure 0500-0022   ,"Insulated wiring tools Assorted insulated wrenches Digital voltmeter (Fluke, Amprobe, etc) Hydrometer (long barrel type) Hydrometer (short barrel type) Thermometer (for Excide type of cells) Excide Series Connector Bolt Package HEPA vacuum (with electrically non-conducing nozzle/hose) Face shield Goggles Apron (acid resistant) Gloves (acid resistant) Battery Impedance Test Set ",Bicarbonate of soda Distilled water Lint-free Rags Absorbent Pillows Gallon Bucket Barrier tape ,,6
SSO BX WC Maint,BX WC - WC North,0016320769,0500-06  RECTIFIER  QUARTERLY INSPECTION  (  C2  ),,,READY,FUTR,2019-08-31 20:09:13,2021-02-28,,1,1,1,1,1,4,SSO-MECH,CMP,SSO-CP-REC-01,,SSO-REC-0000071-Q,NOM-000-99999,W-MILL 13-683-S,WN-MW-683-REC-2,False,,,0,REC,SSO-RECTIFIER,"Perform a visual inspection of meters, switches and controls for damage Perform a sensory (audible, smell and visual) inspection of the station rectifier interior  -Check for overheated, failed or leaking components Perform a light cleaning with an industrial type vacuum cleaner -If annual inspection   -Perform a thorough cleaning of each diode and rectifier with an industrial type vacuum cleaner   -Perform a replacement of all air filters Air filters, when supplied with the equipment should be cleaned during every inspection Perform an “as found” float voltage reading on the rectifier meter Perform an “as found” measured float voltage reading at the rectifier meter Perform an “as left” float voltage reading on the rectifier meter Perform an “as found” float voltage reading at the battery bank Perform an “as found” float current reading from the rectifier meter Perform an “as found” equalize voltage reading at the battery bank Perform an “as found” equalize current reading from the rectifier meter Record the float voltage adjustment Record the equalize voltage adjustment Perform an “as left” float voltage measurement at the battery bank Perform an “as left” float current measurement from the rectifier meter Perform an “as left” equalize voltage reading at the battery bank Perform an “as left” equalize current reading from the rectifier meter Record the AC ripple current, in mA. If repairs or replacements are required, refer to maintenance instruction for proper battery isolation procedures.  ","Follow procedure for rectifier inspection -If the associate battery is due for an annual inspection, the rectifier annual inspection/cleaning is to also be completed","Barrier tape Electrical tape Wiring tools Assorted wrenches Digital multi-meter (Fluke, Amprobe, etc.) HEPA vacuum (with electrically non-conducing nozzle/hose) Clamp-on AC ammeter (Fluke, Amprobe, etc.)",L40 wipes Rags,,6
SSO BX WC Maint,BX WC - WC North,0016320783,STATION BATTERY INSPECTION C-1,,,READY,FUTR,2019-08-31 20:09:20,2021-02-28,,1,1,1,8,8,4,SSO-MECH,CMP,SSO-125-ANT-A,PRC-005,W-MIL-680-BAT-C1-QRTLY,NOM-000-99999,W-MILL138-680-S,WN-MW-680-BAT-125-1,False,,,0,BATT-VLA,SSO-BATTERY,"Perform inspection per procedure 0500-0022 Perform all steps for Monthly, Quarterly and Annual Inspection Perform Physical inspection Check Electrolyte levels Record Battery charger float voltage Record Battery charger float current Check Battery room ventilation Measure the battery terminal voltage Check for loose or corroded inter-cell connectors Measure individual cell specific gravity Record battery room temperature Record temperature of 25% of the battery cells Visually inspect the internal condition of each cell jar Clean the jars Using a Battery Impedance Test Set, measure all Cell/Unit internal impedance Check the flame arrestors for cleanliness Take and record all cell to cell and cell to terminal connection resistances Check and record Strap Resistance with D.L.R.O. meter As per N.P.C.C. directory 8, verify that the Battery String holds load after 10 min. of being unplugged from the rectifier. Perform this test only for N.P.C.C batteries Perform Equalizing Charge as needed Upload battery data Complete datasplice round Create cm work order for any discrepancies ",Perform annual battery inspection per procedure 0500-0022 ,"Barrier tape Insulated wiring tools Assorted insulated wrenches Digital voltmeter (Fluke, Amprobe, etc) Hydrometer (long barrel type) Hydrometer (short barrel type) Thermometer (for Excide type of cells) Excide Series Connector Bolt Package HEPA vacuum (with electrically non-conducing nozzle/hose) Face shield Goggles Apron (acid resistant) Gloves (acid resistant) Battery Impedance Test Set ",Bicarbonate of soda Distilled water Lint-free Rags Absorbent Pillows Gallon Bucket  ,,6
SSO BX WC Maint,BX WC - WC North,0016320784,0500-06  RECTIFIER  QUARTERLY INSPECTION  (  C1  ),,,READY,FUTR,2019-08-31 20:09:21,2021-02-28,,1,1,1,1,1,4,SSO-MECH,CMP,SSO-CP-REC-01,PRC-005,CP-0008146-0050006-0C1,NOM-000-99999,W-MILL138-680-S,WN-MW-680-REC-125-1,False,,,0,REC,SSO-RECTIFIER,"Perform a visual inspection of meters, switches and controls for damage Perform a sensory (audible, smell and visual) inspection of the station rectifier interior  -Check for overheated, failed or leaking components Perform a light cleaning with an industrial type vacuum cleaner -If annual inspection   -Perform a thorough cleaning of each diode and rectifier with an industrial type vacuum cleaner   -Perform a replacement of all air filters Air filters, when supplied with the equipment should be cleaned during every inspection Perform an “as found” float voltage reading on the rectifier meter Perform an “as found” measured float voltage reading at the rectifier meter Perform an “as left” float voltage reading on the rectifier meter Perform an “as found” float voltage reading at the battery bank Perform an “as found” float current reading from the rectifier meter Perform an “as found” equalize voltage reading at the battery bank Perform an “as found” equalize current reading from the rectifier meter Record the float voltage adjustment Record the equalize voltage adjustment Perform an “as left” float voltage measurement at the battery bank Perform an “as left” float current measurement from the rectifier meter Perform an “as left” equalize voltage reading at the battery bank Perform an “as left” equalize current reading from the rectifier meter Record the AC ripple current, in mA. If repairs or replacements are required, refer to maintenance instruction for proper battery isolation procedures.  ","Follow procedure for rectifier inspection -If the associate battery is due for an annual inspection, the rectifier annual inspection/cleaning is to also be completed","Barrier tape Electrical tape Wiring tools Assorted wrenches Digital multi-meter (Fluke, Amprobe, etc.) HEPA vacuum (with electrically non-conducing nozzle/hose) Clamp-on AC ammeter (Fluke, Amprobe, etc.)",L40 wipes Rags,,6
SSO BX WC Maint,BX WC - Bronx,0016320808,BATTERY INSPECTION C-1,,,READY,FUTR,2019-08-31 20:09:32,2021-02-28,,1,1,1,4,4,4,SSO-MECH,CMP,SSO-125-ANT-Q,,CP-BAT-0000066-Q,NOM-000-99999,X-BRUCK-401-S,X-BRU-401-BAT-125-1,False,,,0,BATT-VLA,SSO-BATTERY,"Perform inspection per procedure 0500-0022 Perform all steps for Monthly, Quarterly and Annual Inspection Perform Physical inspection Check Electrolyte levels Record Battery charger float voltage Record Battery charger float current Check Battery room ventilation Measure the battery terminal voltage Check for loose or corroded inter-cell connectors Measure individual cell specific gravity Record battery room temperature Record temperature of 25% of the battery cells Visually inspect the internal condition of each cell jar Clean the jars Perform Equalizing Charge as needed Upload battery data Complete datasplice round Create cm work order for any discrepancies ",Perform quarterly or semi-annual inspection  of battery per procedure 0500-0022   ,"Insulated wiring tools Assorted insulated wrenches Digital voltmeter (Fluke, Amprobe, etc) Hydrometer (long barrel type) Hydrometer (short barrel type) Thermometer (for Excide type of cells) Excide Series Connector Bolt Package HEPA vacuum (with electrically non-conducing nozzle/hose) Face shield Goggles Apron (acid resistant) Gloves (acid resistant) Battery Impedance Test Set ",Bicarbonate of soda Distilled water Lint-free Rags Absorbent Pillows Gallon Bucket Barrier tape ,,6
SSO BX WC Maint,BX WC - Bronx,0016320809,0500-06  RECTIFIER INSP  C-1,,,READY,FUTR,2019-08-31 20:09:32,2021-02-28,,1,1,1,1,1,4,SSO-MECH,CMP,SSO-CP-REC-01,,CP-REC-401-S-0500-6.1,NOM-000-99999,X-BRUCK-401-S,X-BRU-401-REC-125-1,False,,,0,REC,SSO-RECTIFIER,"Perform a visual inspection of meters, switches and controls for damage Perform a sensory (audible, smell and visual) inspection of the station rectifier interior  -Check for overheated, failed or leaking components Perform a light cleaning with an industrial type vacuum cleaner -If annual inspection   -Perform a thorough cleaning of each diode and rectifier with an industrial type vacuum cleaner   -Perform a replacement of all air filters Air filters, when supplied with the equipment should be cleaned during every inspection Perform an “as found” float voltage reading on the rectifier meter Perform an “as found” measured float voltage reading at the rectifier meter Perform an “as left” float voltage reading on the rectifier meter Perform an “as found” float voltage reading at the battery bank Perform an “as found” float current reading from the rectifier meter Perform an “as found” equalize voltage reading at the battery bank Perform an “as found” equalize current reading from the rectifier meter Record the float voltage adjustment Record the equalize voltage adjustment Perform an “as left” float voltage measurement at the battery bank Perform an “as left” float current measurement from the rectifier meter Perform an “as left” equalize voltage reading at the battery bank Perform an “as left” equalize current reading from the rectifier meter Record the AC ripple current, in mA. If repairs or replacements are required, refer to maintenance instruction for proper battery isolation procedures.  ","Follow procedure for rectifier inspection -If the associate battery is due for an annual inspection, the rectifier annual inspection/cleaning is to also be completed","Barrier tape Electrical tape Wiring tools Assorted wrenches Digital multi-meter (Fluke, Amprobe, etc.) HEPA vacuum (with electrically non-conducing nozzle/hose) Clamp-on AC ammeter (Fluke, Amprobe, etc.)",L40 wipes Rags,,6
SSO BX WC Maint,BX WC - ASM,0016320846,0500-12 1 YR PM OSSINING HVTS W33,,,READY,FUTR,2019-08-31 20:09:50,2021-02-28,,1,1,2,8,16,4,AUXSUP,CMP-0,SSO-CP-HTS-PM,,CP-HTS-0000049,NOM-000-99999,W-OSSIN W-674-S,WN-OSS-674-HTS-WW33,False,,,0,HVTS-DC-F,SSO-TEST SET HV,High Voltage Test Set PM as per Procedure 0500-0012,Perform Job Briefing Onsite & Ensure Safe Driving Recommended HPI TOOLS: Procedure Use & Adherence; Place Keeping; & Attention to Detail [SEE ATTACHED HPI TOOLBOX) Perform HVTS PM as per attached Procedure 0500-12 Complete Data splice Round Leave work-site clean. ,Grounding Stick Mechanic As Toolbox,no special material required,none,14
SSO BX WC Maint,BX WC - Bronx,0016320859,BATTERY INSPECTION C-2  (Q),,,READY,FUTR,2019-08-31 20:09:57,2021-02-28,,1,1,1,4,4,4,SSO-MECH,CMP,SSO-125-ANT-Q,,CP-BAT-0000067-Q,NOM-000-99999,X-BRUCK-401-S,X-BRU-401-BAT-125-2,False,,,0,BATT-VLA,SSO-BATTERY,"Perform inspection per procedure 0500-0022 Perform all steps for Monthly, Quarterly and Annual Inspection Perform Physical inspection Check Electrolyte levels Record Battery charger float voltage Record Battery charger float current Check Battery room ventilation Measure the battery terminal voltage Check for loose or corroded inter-cell connectors Measure individual cell specific gravity Record battery room temperature Record temperature of 25% of the battery cells Visually inspect the internal condition of each cell jar Clean the jars Perform Equalizing Charge as needed Upload battery data Complete datasplice round Create cm work order for any discrepancies ",Perform quarterly or semi-annual inspection  of battery per procedure 0500-0022   ,"Insulated wiring tools Assorted insulated wrenches Digital voltmeter (Fluke, Amprobe, etc) Hydrometer (long barrel type) Hydrometer (short barrel type) Thermometer (for Excide type of cells) Excide Series Connector Bolt Package HEPA vacuum (with electrically non-conducing nozzle/hose) Face shield Goggles Apron (acid resistant) Gloves (acid resistant) Battery Impedance Test Set ",Bicarbonate of soda Distilled water Lint-free Rags Absorbent Pillows Gallon Bucket Barrier tape ,,6
SSO BX WC Maint,BX WC - Bronx,0016320860,0500-06  RECTIFIER INSP  C-2,,,READY,FUTR,2019-08-31 20:09:57,2021-02-28,,1,1,1,1,1,4,SSO-MECH,CMP,SSO-CP-REC-01,,CP-REC-401-S-0500-6.2,NOM-000-99999,X-BRUCK-401-S,X-BRU-401-REC-125-2,False,,,0,REC,SSO-RECTIFIER,"Perform a visual inspection of meters, switches and controls for damage Perform a sensory (audible, smell and visual) inspection of the station rectifier interior  -Check for overheated, failed or leaking components Perform a light cleaning with an industrial type vacuum cleaner -If annual inspection   -Perform a thorough cleaning of each diode and rectifier with an industrial type vacuum cleaner   -Perform a replacement of all air filters Air filters, when supplied with the equipment should be cleaned during every inspection Perform an “as found” float voltage reading on the rectifier meter Perform an “as found” measured float voltage reading at the rectifier meter Perform an “as left” float voltage reading on the rectifier meter Perform an “as found” float voltage reading at the battery bank Perform an “as found” float current reading from the rectifier meter Perform an “as found” equalize voltage reading at the battery bank Perform an “as found” equalize current reading from the rectifier meter Record the float voltage adjustment Record the equalize voltage adjustment Perform an “as left” float voltage measurement at the battery bank Perform an “as left” float current measurement from the rectifier meter Perform an “as left” equalize voltage reading at the battery bank Perform an “as left” equalize current reading from the rectifier meter Record the AC ripple current, in mA. If repairs or replacements are required, refer to maintenance instruction for proper battery isolation procedures.  ","Follow procedure for rectifier inspection -If the associate battery is due for an annual inspection, the rectifier annual inspection/cleaning is to also be completed","Barrier tape Electrical tape Wiring tools Assorted wrenches Digital multi-meter (Fluke, Amprobe, etc.) HEPA vacuum (with electrically non-conducing nozzle/hose) Clamp-on AC ammeter (Fluke, Amprobe, etc.)",L40 wipes Rags,,6
SSO BX WC Maint,BX WC - ASM,0016321002,0500-0701 (A) EMERG DIESEL GEN INSP- DUN SO,,,READY,FUTR,2019-08-31 20:11:10,2021-02-28,,2,1,2,8,16,4,AUXSUP,PM,SSO-CP-DSL-PM,,CP-DSL-0009704-002,NOM-000-99999,W-DUN SO-631-S,WS-DUN-631-DSL-1,False,,,0,DIESELGN,SSO-DIESEL GENERATOR,Complete compliance according to 500-0701,Ensure Safe Driving****SECRUE LOADS ON RIG******  Perform Job Briefing Onsite Recommended HPI TOOLS: Procedure Use & Adherence; Place Keeping; & Attention to Detail [SEE ATTACHED HPI TOOLBOX)  ***ENSURE ELECTRICAL SAFETY*** Check Dead Prior to Touching any COPPER!!!! VERIFY PROTECTION !!!  ***If DG is found to be Unavailable for service for any reason during the PM Immediately NOTIFY the station operator and your Supervisor!!!  Review Procedure 0500-0701 Perform DG PM as per attached procedure ****PPE***While unit is running ensure hearing protection  Complete Data splice Round Create Drum Log in Data Splice  Complete request Drum Pick UP  Email request Drum Pickup to station supervisor/Local EHS Rep: Leave work-site clean  Report Status to Supervisor at end of shift,Mechanics A tool box  HPI Tool Box  Strap wrench  Ear Protection,Reference Exhibit A from 0500-0701 Sample Jars  Fuel Filter  Oil filters  Lubricants  Engine oil 15W40 Drain Pans  Two 5 gal Pail  One 55 gal liquid drum   Drum labels: Use oil; Hazardous waste ,SSO Operations Astoria Chem Lab  ,15
SSO BX WC Maint,BX WC - ASM,0016321002,0500-0701 (A) EMERG DIESEL GEN INSP- DUN SO,,,READY,FUTR,2019-08-31 20:11:10,2021-02-28,,2,2,3,8,24,4,AUXSUP,PM,SSO-CP-DSL-PM,,CP-DSL-0009704-002,NOM-000-99999,W-DUN SO-631-S,WS-DUN-631-DSL-1,False,,,0,DIESELGN,SSO-DIESEL GENERATOR,Complete compliance according to 500-0701,Ensure Safe Driving****SECRUE LOADS ON RIG******  Perform Job Briefing Onsite Recommended HPI TOOLS: Procedure Use & Adherence; Place Keeping; & Attention to Detail [SEE ATTACHED HPI TOOLBOX)  ***ENSURE ELECTRICAL SAFETY*** Check Dead Prior to Touching any COPPER!!!! VERIFY PROTECTION !!!  ***If DG is found to be Unavailable for service for any reason during the PM Immediately NOTIFY the station operator and your Supervisor!!!  Review Procedure 0500-0701 Perform DG PM as per attached procedure ****PPE***While unit is running ensure hearing protection  Complete Data splice Round Create Drum Log in Data Splice  Complete request Drum Pick UP  Email request Drum Pickup to station supervisor/Local EHS Rep: Leave work-site clean  Report Status to Supervisor at end of shift,Mechanics A tool box  HPI Tool Box  Strap wrench  Ear Protection,Reference Exhibit A from 0500-0701 Sample Jars  Fuel Filter  Oil filters  Lubricants  Engine oil 15W40 Drain Pans  Two 5 gal Pail  One 55 gal liquid drum   Drum labels: Use oil; Hazardous waste ,SSO Operations Astoria Chem Lab  ,15
SSO BX WC Maint,BX WC - WC North,0016321006,STATION BATTERY INSPECTION C-2 - ATHENS YARD,,,READY,FUTR,2019-08-31 20:11:13,2021-02-28,,1,1,1,4,4,4,SSO-MECH,CMP,SSO-125-CAL-Q,,W-MIL-681-BAT-C2-Q-ATHENS,NOM-000-99999,W-MILL W-681-S,WN-MW-681-BAT-125-2-ATHEN,False,,,0,BATT-VLA,SSO-BATTERY,"Perform inspection per procedure 0500-0022 Perform all steps for Monthly, Quarterly and Annual Inspection Perform Physical inspection Check Electrolyte levels Record Battery charger float voltage Record Battery charger float current Check Battery room ventilation Measure the battery terminal voltage Check for loose or corroded inter-cell connectors Measure individual cell specific gravity Record battery room temperature Record temperature of 25% of the battery cells Visually inspect the internal condition of each cell jar Clean the jars Perform Equalizing Charge as needed Upload battery data Complete datasplice round Create cm work order for any discrepancies ",Perform quarterly or semi-annual inspection  of battery per procedure 0500-0022   ,"Insulated wiring tools Assorted insulated wrenches Digital voltmeter (Fluke, Amprobe, etc) Hydrometer (long barrel type) Hydrometer (short barrel type) Thermometer (for Excide type of cells) Excide Series Connector Bolt Package HEPA vacuum (with electrically non-conducing nozzle/hose) Face shield Goggles Apron (acid resistant) Gloves (acid resistant) Battery Impedance Test Set ",Bicarbonate of soda Distilled water Lint-free Rags Absorbent Pillows Gallon Bucket Barrier tape ,,6
SSO BX WC Maint,BX WC - WC North,0016321007,0500-06  RECTIFIER  INSPECTION C2 - ATHENS YARD,,,READY,FUTR,2019-08-31 20:11:13,2021-02-28,,1,1,1,1,1,4,SSO-MECH,CMP,SSO-CP-REC-01,,W-MW-681-REC-2-ATHENS,NOM-000-99999,W-MILL W-681-S,WN-MW-681-REC-125-2-ATHEN,False,,,0,REC,SSO-RECTIFIER,"Perform a visual inspection of meters, switches and controls for damage Perform a sensory (audible, smell and visual) inspection of the station rectifier interior  -Check for overheated, failed or leaking components Perform a light cleaning with an industrial type vacuum cleaner -If annual inspection   -Perform a thorough cleaning of each diode and rectifier with an industrial type vacuum cleaner   -Perform a replacement of all air filters Air filters, when supplied with the equipment should be cleaned during every inspection Perform an “as found” float voltage reading on the rectifier meter Perform an “as found” measured float voltage reading at the rectifier meter Perform an “as left” float voltage reading on the rectifier meter Perform an “as found” float voltage reading at the battery bank Perform an “as found” float current reading from the rectifier meter Perform an “as found” equalize voltage reading at the battery bank Perform an “as found” equalize current reading from the rectifier meter Record the float voltage adjustment Record the equalize voltage adjustment Perform an “as left” float voltage measurement at the battery bank Perform an “as left” float current measurement from the rectifier meter Perform an “as left” equalize voltage reading at the battery bank Perform an “as left” equalize current reading from the rectifier meter Record the AC ripple current, in mA. If repairs or replacements are required, refer to maintenance instruction for proper battery isolation procedures.  ","Follow procedure for rectifier inspection -If the associate battery is due for an annual inspection, the rectifier annual inspection/cleaning is to also be completed","Barrier tape Electrical tape Wiring tools Assorted wrenches Digital multi-meter (Fluke, Amprobe, etc.) HEPA vacuum (with electrically non-conducing nozzle/hose) Clamp-on AC ammeter (Fluke, Amprobe, etc.)",L40 wipes Rags,,6
SSO BX WC Maint,BX WC - WC North,0016321062,STATION BATTERY INSPECTION C-1 - ATHENS YARD,,,READY,FUTR,2019-08-31 20:11:41,2021-02-28,,1,1,1,4,4,4,SSO-MECH,CMP,SSO-125-CAL-Q,,W-MIL-681-BAT-C1-Q-ATHENS,NOM-000-99999,W-MILL W-681-S,WN-MW-681-BAT-125-1-ATHEN,False,,,0,BATT-VLA,SSO-BATTERY,"Perform inspection per procedure 0500-0022 Perform all steps for Monthly, Quarterly and Annual Inspection Perform Physical inspection Check Electrolyte levels Record Battery charger float voltage Record Battery charger float current Check Battery room ventilation Measure the battery terminal voltage Check for loose or corroded inter-cell connectors Measure individual cell specific gravity Record battery room temperature Record temperature of 25% of the battery cells Visually inspect the internal condition of each cell jar Clean the jars Perform Equalizing Charge as needed Upload battery data Complete datasplice round Create cm work order for any discrepancies ",Perform quarterly or semi-annual inspection  of battery per procedure 0500-0022   ,"Insulated wiring tools Assorted insulated wrenches Digital voltmeter (Fluke, Amprobe, etc) Hydrometer (long barrel type) Hydrometer (short barrel type) Thermometer (for Excide type of cells) Excide Series Connector Bolt Package HEPA vacuum (with electrically non-conducing nozzle/hose) Face shield Goggles Apron (acid resistant) Gloves (acid resistant) Battery Impedance Test Set ",Bicarbonate of soda Distilled water Lint-free Rags Absorbent Pillows Gallon Bucket Barrier tape ,,6
SSO BX WC Maint,BX WC - WC North,0016321063,0500-06  RECTIFIER  INSPECTION C1 - ATHENS YARD,,,READY,FUTR,2019-08-31 20:11:41,2021-02-28,,1,1,1,1,1,4,SSO-MECH,CMP,SSO-CP-REC-01,,W-MW-681-REC-1-ATHENS,NOM-000-99999,W-MILL W-681-S,WN-MW-681-REC-125-1-ATHEN,False,,,0,REC,SSO-RECTIFIER,"Perform a visual inspection of meters, switches and controls for damage Perform a sensory (audible, smell and visual) inspection of the station rectifier interior  -Check for overheated, failed or leaking components Perform a light cleaning with an industrial type vacuum cleaner -If annual inspection   -Perform a thorough cleaning of each diode and rectifier with an industrial type vacuum cleaner   -Perform a replacement of all air filters Air filters, when supplied with the equipment should be cleaned during every inspection Perform an “as found” float voltage reading on the rectifier meter Perform an “as found” measured float voltage reading at the rectifier meter Perform an “as left” float voltage reading on the rectifier meter Perform an “as found” float voltage reading at the battery bank Perform an “as found” float current reading from the rectifier meter Perform an “as found” equalize voltage reading at the battery bank Perform an “as found” equalize current reading from the rectifier meter Record the float voltage adjustment Record the equalize voltage adjustment Perform an “as left” float voltage measurement at the battery bank Perform an “as left” float current measurement from the rectifier meter Perform an “as left” equalize voltage reading at the battery bank Perform an “as left” equalize current reading from the rectifier meter Record the AC ripple current, in mA. If repairs or replacements are required, refer to maintenance instruction for proper battery isolation procedures.  ","Follow procedure for rectifier inspection -If the associate battery is due for an annual inspection, the rectifier annual inspection/cleaning is to also be completed","Barrier tape Electrical tape Wiring tools Assorted wrenches Digital multi-meter (Fluke, Amprobe, etc.) HEPA vacuum (with electrically non-conducing nozzle/hose) Clamp-on AC ammeter (Fluke, Amprobe, etc.)",L40 wipes Rags,,6
SSO BX WC Maint,BX WC - ASM,0016321122,0500-12 1 YR PM - HVTS-W16,,,READY,FUTR,2019-08-31 20:12:10,2021-02-28,,1,1,2,8,16,4,AUXSUP,CMP-0,SSO-CP-HTS-PM,,CP-HTS-0000090-002,NOM-000-99999,X-SC13-003C-S,X-SC-3C-HTS-W16,False,,,0,HVTS-DC-F,SSO-TEST SET HV,High Voltage Test Set PM as per Procedure 0500-0012,Perform Job Briefing Onsite & Ensure Safe Driving Recommended HPI TOOLS: Procedure Use & Adherence; Place Keeping; & Attention to Detail [SEE ATTACHED HPI TOOLBOX) Perform HVTS PM as per attached Procedure 0500-12 Complete Data splice Round Leave work-site clean. ,Grounding Stick Mechanic As Toolbox,no special material required,none,14
SSO BX WC Maint,BX WC - WC North,0016321210,"KF-1, KF-2 BATTERY INSPECTION C-2",,,READY,FUTR,2019-08-31 20:12:58,2021-02-28,,1,1,1,4,4,4,SSO-MECH,CMP,SSO-125-ANT-Q,NPCC,W-MIL-681-BAT-C2-QRTLY,NOM-000-99999,W-MILL W-681-S,WN-MW-681-BAT-125-2,False,,,0,BATT-VLA,SSO-BATTERY,"Perform inspection per procedure 0500-0022 Perform all steps for Monthly, Quarterly and Annual Inspection Perform Physical inspection Check Electrolyte levels Record Battery charger float voltage Record Battery charger float current Check Battery room ventilation Measure the battery terminal voltage Check for loose or corroded inter-cell connectors Measure individual cell specific gravity Record battery room temperature Record temperature of 25% of the battery cells Visually inspect the internal condition of each cell jar Clean the jars Perform Equalizing Charge as needed Upload battery data Complete datasplice round Create cm work order for any discrepancies ",Perform quarterly or semi-annual inspection  of battery per procedure 0500-0022   ,"Insulated wiring tools Assorted insulated wrenches Digital voltmeter (Fluke, Amprobe, etc) Hydrometer (long barrel type) Hydrometer (short barrel type) Thermometer (for Excide type of cells) Excide Series Connector Bolt Package HEPA vacuum (with electrically non-conducing nozzle/hose) Face shield Goggles Apron (acid resistant) Gloves (acid resistant) Battery Impedance Test Set ",Bicarbonate of soda Distilled water Lint-free Rags Absorbent Pillows Gallon Bucket Barrier tape ,,6
SSO BX WC Maint,BX WC - WC North,0016321211,0500-06  RECTIFIER  QUARTERLY INSPECTION  (  C2  ),,,READY,FUTR,2019-08-31 20:12:58,2021-02-28,,1,1,1,1,1,4,SSO-MECH,CMP,SSO-CP-REC-01,NPCC,SSO-REC-0000075-Q,NOM-000-99999,W-MILL W-681-S,WN-MW-681-REC-125-2,False,,,0,REC,SSO-RECTIFIER,"Perform a visual inspection of meters, switches and controls for damage Perform a sensory (audible, smell and visual) inspection of the station rectifier interior  -Check for overheated, failed or leaking components Perform a light cleaning with an industrial type vacuum cleaner -If annual inspection   -Perform a thorough cleaning of each diode and rectifier with an industrial type vacuum cleaner   -Perform a replacement of all air filters Air filters, when supplied with the equipment should be cleaned during every inspection Perform an “as found” float voltage reading on the rectifier meter Perform an “as found” measured float voltage reading at the rectifier meter Perform an “as left” float voltage reading on the rectifier meter Perform an “as found” float voltage reading at the battery bank Perform an “as found” float current reading from the rectifier meter Perform an “as found” equalize voltage reading at the battery bank Perform an “as found” equalize current reading from the rectifier meter Record the float voltage adjustment Record the equalize voltage adjustment Perform an “as left” float voltage measurement at the battery bank Perform an “as left” float current measurement from the rectifier meter Perform an “as left” equalize voltage reading at the battery bank Perform an “as left” equalize current reading from the rectifier meter Record the AC ripple current, in mA. If repairs or replacements are required, refer to maintenance instruction for proper battery isolation procedures.  ","Follow procedure for rectifier inspection -If the associate battery is due for an annual inspection, the rectifier annual inspection/cleaning is to also be completed","Barrier tape Electrical tape Wiring tools Assorted wrenches Digital multi-meter (Fluke, Amprobe, etc.) HEPA vacuum (with electrically non-conducing nozzle/hose) Clamp-on AC ammeter (Fluke, Amprobe, etc.)",L40 wipes Rags,,6
SSO BX WC Maint,BX WC - ASM,0016321227,0500-12 1 YR PM PVILLE HVTS W14,,,READY,FUTR,2019-08-31 20:13:06,2021-02-28,,1,1,2,8,16,4,AUXSUP,CMP-0,SSO-CP-HTS-PM,,CP-HTS-0000082-002,NOM-000-99999,W-PVL13KV-669-S,WN-PVLL-669-HTS-W14,False,,,0,HVTS-DC-F,SSO-TEST SET HV,High Voltage Test Set PM as per Procedure 0500-0012,Perform Job Briefing Onsite & Ensure Safe Driving Recommended HPI TOOLS: Procedure Use & Adherence; Place Keeping; & Attention to Detail [SEE ATTACHED HPI TOOLBOX) Perform HVTS PM as per attached Procedure 0500-12 Complete Data splice Round Leave work-site clean. ,Grounding Stick Mechanic As Toolbox,no special material required,none,14
